campaign_id,tipo_campaña,fecha_inicio,fecha_fin,presupuesto,clicks,conversiones,channel_id,customer_id,canal,costo_por_click,equipo_responsable,edad,genero,pais,segmento,fecha_registro
1095,Redes Sociales,2025-12-30,2026-01-08,1792.12,155,188,5,542.0,,,,23.0,F,México,Premium,2022-10-08
1097,Redes Sociales,2026-01-01,2026-01-10,3099.17,880,186,3,438.0,,,,,,,,
1098,Redes Sociales,2026-01-02,2026-01-11,3355.62,1576,117,2,537.0,Facebook Ads,0.5,Equipo B,57.0,F,Chile,Básico,2022-02-08
1099,Redes Sociales,2026-01-03,2026-01-12,4090.61,728,-1,2,544.0,Facebook Ads,0.5,Equipo B,48.0,M,México,Premium,2023-03-25
1100,Google Ads,2026-01-04,2026-01-13,2281.87,1598,43,5,235.0,,,,66.0,F,Chile,Básico,2022-11-01
1101,Google Ads,2026-01-05,2026-01-14,4617.91,898,193,5,486.0,,,,34.0,F,Argentina,Premium,2022-06-22
1102,Redes Sociales,2026-01-06,2026-01-15,2898.63,1105,174,6,124.0,Influencers,1.2,Equipo D,41.0,F,España,Premium,2022-12-18
1104,Email,2026-01-08,2026-01-17,3631.55,89,150,1,424.0,Email,0.1,Equipo A,32.0,F,Argentina,Básico,2022-08-08
1105,Redes Sociales,2026-01-09,2026-01-18,4069.68,709,155,1,437.0,Email,0.1,Equipo A,,,,,
1106,SEO,2026-01-10,2026-01-19,1925.43,1291,186,5,194.0,,,,,,,,
1108,Redes Sociales,2026-01-12,2026-01-21,4577.64,1030,102,1,245.0,Email,0.1,Equipo A,48.0,M,Chile,Básico,2022-03-21
1109,Redes Sociales,2026-01-13,2026-01-22,1746.07,1155,62,3,330.0,,,,49.0,F,Colombia,Premium,2022-02-15
1110,Google Ads,2026-01-14,2026-01-23,4925.85,894,71,1,594.0,Email,0.1,Equipo A,66.0,M,Chile,Premium,2022-03-17
1111,Email,2026-01-15,2026-01-24,1133.2,1793,75,2,137.0,Facebook Ads,0.5,Equipo B,41.0,M,España,Premium,2023-04-01
1112,Email,2026-01-16,2026-01-25,1409.07,250,150,6,524.0,Influencers,1.2,Equipo D,30.0,F,Colombia,Básico,2023-12-24
1113,SEO,2026-01-17,2026-01-26,1329.01,496,110,5,536.0,,,,,,,,
1114,Google Ads,2026-01-18,2026-01-27,4522.95,1917,11,4,467.0,Instagram Ads,500.0,Equipo C,50.0,M,Argentina,Premium,2023-05-10
1115,Google Ads,2026-01-19,2026-01-28,3444.32,1501,44,6,444.0,Influencers,1.2,Equipo D,45.0,F,Argentina,Premium,2023-03-25
1116,Google Ads,2026-01-20,2026-01-29,1184.47,1111,74,3,259.0,,,,19.0,F,España,Premium,2022-03-08
1119,Email,2026-01-23,2026-02-01,875.59,1400,53,2,243.0,Facebook Ads,0.5,Equipo B,66.0,M,Chile,Premium,2022-09-08
1122,Google Ads,2026-01-26,2026-02-04,2773.43,97,111,1,444.0,Email,0.1,Equipo A,45.0,F,Argentina,Premium,2023-03-25
1123,Google Ads,2026-01-27,2026-02-05,4852.07,1091,33,2,368.0,Facebook Ads,0.5,Equipo B,21.0,M,Argentina,Básico,2023-07-29
1124,Google Ads,2026-01-28,2026-02-06,2379.92,961,153,1,367.0,Email,0.1,Equipo A,66.0,M,Argentina,Premium,2022-04-24
1125,Redes Sociales,2026-01-29,2026-02-07,4928.5,1512,82,1,268.0,Email,0.1,Equipo A,,,,,
1126,SEO,2026-01-30,2026-02-08,3505.64,1880,13,5,132.0,,,,20.0,F,Chile,Premium,2022-02-26
1127,SEO,2026-01-31,2026-02-09,3356.02,1781,179,6,476.0,Influencers,1.2,Equipo D,65.0,F,Argentina,Premium,2023-05-29
1128,Redes Sociales,2026-02-01,2026-02-10,1246.8,236,80,1,313.0,Email,0.1,Equipo A,60.0,M,España,Básico,2022-05-11
1130,Redes Sociales,2026-02-03,2026-02-12,2423.7,273,183,3,539.0,,,,52.0,F,México,Premium,2022-07-29
1131,Redes Sociales,2026-02-04,2026-02-13,1230.05,879,188,6,591.0,Influencers,1.2,Equipo D,44.0,F,México,Premium,2022-07-03
1133,Redes Sociales,2026-02-06,2026-02-15,3018.9,1982,132,5,588.0,,,,19.0,F,México,Premium,2022-11-11
1134,Google Ads,2026-02-07,2026-02-16,2873.3,926,24,2,128.0,Facebook Ads,0.5,Equipo B,,,,,
1136,Google Ads,2026-02-09,2026-02-18,4506.16,1302,170,1,272.0,Email,0.1,Equipo A,62.0,F,Argentina,Básico,2023-07-08
1137,Google Ads,2026-02-10,2026-02-19,857.33,1463,76,4,116.0,Instagram Ads,500.0,Equipo C,59.0,M,Colombia,Básico,2022-07-12
1138,Redes Sociales,2026-02-11,2026-02-20,3791.73,1028,-1,2,155.0,Facebook Ads,0.5,Equipo B,,,,,
1139,SEO,2026-02-12,2026-02-21,1343.35,1662,186,2,325.0,Facebook Ads,0.5,Equipo B,69.0,M,México,Básico,2023-08-30
1141,Redes Sociales,2026-02-14,2026-02-23,4185.79,237,28,3,166.0,,,,49.0,M,Argentina,Básico,2022-12-26
1142,Email,2026-02-15,2026-02-24,2933.57,1931,132,3,296.0,,,,31.0,F,España,Básico,2022-12-14
1143,SEO,2026-02-16,2026-02-25,3696.09,319,179,2,122.0,Facebook Ads,0.5,Equipo B,,,,,
1144,Google Ads,2026-02-17,2026-02-26,1914.58,1680,87,5,336.0,,,,68.0,F,España,Premium,2023-02-06
1146,Redes Sociales,2026-02-19,2026-02-28,4197.37,1205,189,6,237.0,Influencers,1.2,Equipo D,63.0,F,Chile,Básico,2022-08-18
1147,Google Ads,2026-02-20,2026-03-01,2566.69,1624,-1,1,572.0,Email,0.1,Equipo A,64.0,M,Colombia,Premium,2022-01-09
1149,Google Ads,2026-02-22,2026-03-03,2723.96,1866,103,2,328.0,Facebook Ads,0.5,Equipo B,,,,,
1153,SEO,2026-02-26,2026-03-07,3704.06,535,130,1,300.0,Email,0.1,Equipo A,68.0,F,México,Premium,2023-03-01
1154,Redes Sociales,2026-02-27,2026-03-08,4216.9,1264,161,5,357.0,,,,,,,,
1156,Email,2026-03-01,2026-03-10,1579.43,169,46,3,277.0,,,,69.0,F,Argentina,Premium,2022-01-23
1157,Redes Sociales,2026-03-02,2026-03-11,1138.87,269,102,4,222.0,Instagram Ads,500.0,Equipo C,30.0,F,Colombia,Premium,2023-05-12
1158,Email,2026-03-03,2026-03-12,2065.74,102,197,1,441.0,Email,0.1,Equipo A,58.0,F,Colombia,Básico,2022-01-13
1159,SEO,2026-03-04,2026-03-13,2526.58,1807,35,1,270.0,Email,0.1,Equipo A,69.0,M,Argentina,Básico,2023-04-02
1160,SEO,2026-03-05,2026-03-14,3869.72,1524,162,6,158.0,Influencers,1.2,Equipo D,33.0,M,Chile,Premium,2022-10-11
1161,SEO,2026-03-06,2026-03-15,3430.16,1485,116,3,564.0,,,,51.0,M,Chile,Básico,2022-07-18
1162,Email,2026-03-07,2026-03-16,3294.18,1716,150,4,359.0,Instagram Ads,500.0,Equipo C,,,,,
1163,Redes Sociales,2026-03-08,2026-03-17,2085.69,1310,126,1,472.0,Email,0.1,Equipo A,,,,,
1164,Redes Sociales,2026-03-09,2026-03-18,4286.51,807,21,2,194.0,Facebook Ads,0.5,Equipo B,,,,,
1165,Email,2026-03-10,2026-03-19,2620.79,787,42,1,224.0,Email,0.1,Equipo A,67.0,F,España,Premium,2023-06-26
1166,Redes Sociales,2026-03-11,2026-03-20,4905.97,769,146,4,140.0,Instagram Ads,500.0,Equipo C,,,,,
1167,Email,2026-03-12,2026-03-21,3353.64,455,114,5,353.0,,,,34.0,F,España,Premium,2023-12-15
1168,Redes Sociales,2026-03-13,2026-03-22,1068.19,657,188,5,106.0,,,,29.0,M,México,Premium,2023-04-16
1172,Google Ads,2026-03-17,2026-03-26,813.39,296,123,6,168.0,Influencers,1.2,Equipo D,,,,,
1173,Google Ads,2026-03-18,2026-03-27,1286.97,121,151,1,180.0,Email,0.1,Equipo A,48.0,M,Argentina,Premium,2022-03-15
1178,SEO,2026-03-23,2026-04-01,3392.97,1617,129,2,307.0,Facebook Ads,0.5,Equipo B,28.0,F,Colombia,Básico,2022-04-16
1179,Google Ads,2026-03-24,2026-04-02,3623.68,1684,133,5,312.0,,,,19.0,M,España,Premium,2022-03-13
1180,Google Ads,2026-03-25,2026-04-03,2806.95,955,56,2,365.0,Facebook Ads,0.5,Equipo B,,,,,
1182,SEO,2026-03-27,2026-04-05,1456.9,1841,169,6,306.0,Influencers,1.2,Equipo D,,,,,
1183,SEO,2026-03-28,2026-04-06,649.35,748,69,2,432.0,Facebook Ads,0.5,Equipo B,55.0,M,Argentina,Premium,2022-03-02
1184,SEO,2026-03-29,2026-04-07,1867.76,1149,183,6,176.0,Influencers,1.2,Equipo D,46.0,F,Colombia,Premium,2022-06-24
1185,SEO,2026-03-30,2026-04-08,3439.23,1250,133,6,387.0,Influencers,1.2,Equipo D,55.0,F,España,Premium,2023-12-15
1186,SEO,2026-03-31,2026-04-09,4722.37,876,25,2,146.0,Facebook Ads,0.5,Equipo B,,,,,
1187,SEO,2026-04-01,2026-04-10,4420.42,1872,185,3,299.0,,,,,,,,
1188,Email,2026-04-02,2026-04-11,3947.29,398,20,5,526.0,,,,,,,,
1189,Google Ads,2026-04-03,2026-04-12,4048.01,1328,127,2,309.0,Facebook Ads,0.5,Equipo B,32.0,F,Chile,Premium,2022-05-17
1190,SEO,2026-04-04,2026-04-13,3492.43,1910,65,1,519.0,Email,0.1,Equipo A,57.0,M,México,Premium,2023-12-24
1191,Google Ads,2026-04-05,2026-04-14,1671.29,1775,58,6,253.0,Influencers,1.2,Equipo D,50.0,M,Chile,Premium,2023-05-08
1193,Email,2026-04-07,2026-04-16,3518.3,1418,30,2,514.0,Facebook Ads,0.5,Equipo B,36.0,M,Chile,Básico,2022-02-25
1194,SEO,2026-04-08,2026-04-17,3021.98,1200,84,5,452.0,,,,47.0,M,Argentina,Premium,2023-03-30
1195,Redes Sociales,2026-04-09,2026-04-18,999.45,336,69,6,256.0,Influencers,1.2,Equipo D,23.0,M,Chile,Básico,2023-11-12
1196,Email,2026-04-10,2026-04-19,2511.75,815,104,3,360.0,,,,57.0,M,Colombia,Básico,2023-12-01
1197,Redes Sociales,2026-04-11,2026-04-20,2571.61,774,78,1,176.0,Email,0.1,Equipo A,46.0,F,Colombia,Premium,2022-06-24
1198,Google Ads,2026-04-12,2026-04-21,4390.54,811,-1,3,587.0,,,,,,,,
1199,Google Ads,2026-04-13,2026-04-22,2959.92,1669,175,4,230.0,Instagram Ads,500.0,Equipo C,25.0,F,Colombia,Básico,2023-03-04
1201,Email,2026-04-15,2026-04-24,4895.6,432,125,6,554.0,Influencers,1.2,Equipo D,,,,,
1202,Redes Sociales,2026-04-16,2026-04-25,998.24,1479,191,2,262.0,Facebook Ads,0.5,Equipo B,,,,,
1203,SEO,2026-04-17,2026-04-26,2401.47,437,27,5,114.0,,,,58.0,M,Chile,Básico,2022-05-27
1204,Redes Sociales,2026-04-18,2026-04-27,689.11,574,139,2,331.0,Facebook Ads,0.5,Equipo B,,,,,
1205,Email,2026-04-19,2026-04-28,3829.57,1630,176,1,294.0,Email,0.1,Equipo A,63.0,M,Argentina,Básico,2022-08-14
1207,Email,2026-04-21,2026-04-30,1760.17,987,75,3,458.0,,,,45.0,M,Chile,Básico,2023-02-24
1208,Redes Sociales,2026-04-22,2026-05-01,4362.54,1699,112,4,430.0,Instagram Ads,500.0,Equipo C,65.0,M,Chile,Básico,2022-12-13
1209,Email,2026-04-23,2026-05-02,1814.98,325,83,6,526.0,Influencers,1.2,Equipo D,,,,,
1210,Email,2026-04-24,2026-05-03,4598.47,549,166,2,596.0,Facebook Ads,0.5,Equipo B,58.0,M,Chile,Premium,2023-08-05
1211,Email,2026-04-25,2026-05-04,3892.83,766,50,6,585.0,Influencers,1.2,Equipo D,42.0,M,Colombia,Premium,2023-07-05
1212,SEO,2026-04-26,2026-05-05,4122.08,386,82,3,548.0,,,,65.0,F,España,Básico,2022-08-26
1213,Redes Sociales,2026-04-27,2026-05-06,581.03,981,20,6,512.0,Influencers,1.2,Equipo D,,,,,
1214,Redes Sociales,2026-04-28,2026-05-07,4832.65,530,-1,5,429.0,,,,46.0,F,Chile,Premium,2023-04-16
1215,Redes Sociales,2026-04-29,2026-05-08,3770.02,1970,100,4,246.0,Instagram Ads,500.0,Equipo C,54.0,F,México,Básico,2022-02-26
1216,Email,2026-04-30,2026-05-09,1871.38,960,151,3,358.0,,,,,,,,
1217,Redes Sociales,2026-05-01,2026-05-10,4232.28,1346,-1,3,391.0,,,,67.0,F,Argentina,Básico,2023-09-14
1218,Redes Sociales,2026-05-02,2026-05-11,1766.85,1993,14,3,242.0,,,,23.0,F,España,Premium,2022-05-24
1220,Google Ads,2026-05-04,2026-05-13,1006.61,1401,-1,4,189.0,Instagram Ads,500.0,Equipo C,27.0,F,México,Premium,2023-08-10
1221,Email,2026-05-05,2026-05-14,3666.59,1804,85,6,263.0,Influencers,1.2,Equipo D,26.0,F,España,Básico,2022-06-09
1222,Redes Sociales,2026-05-06,2026-05-15,2933.14,158,144,3,580.0,,,,46.0,M,Colombia,Premium,2023-08-18
1223,Email,2026-05-07,2026-05-16,934.41,1352,74,4,183.0,Instagram Ads,500.0,Equipo C,,,,,
1224,Google Ads,2026-05-08,2026-05-17,1588.52,1759,154,3,176.0,,,,46.0,F,Colombia,Premium,2022-06-24
1226,Redes Sociales,2026-05-10,2026-05-19,2609.46,1849,109,5,584.0,,,,19.0,F,Colombia,Premium,2023-11-03
1229,Redes Sociales,2026-05-13,2026-05-22,1837.57,1184,-1,3,203.0,,,,34.0,M,Argentina,Premium,2022-07-21
1230,Google Ads,2026-05-14,2026-05-23,1849.64,748,-1,2,551.0,Facebook Ads,0.5,Equipo B,,,,,
1231,Google Ads,2026-05-15,2026-05-24,3844.37,830,-1,4,586.0,Instagram Ads,500.0,Equipo C,,,,,
1232,SEO,2026-05-16,2026-05-25,716.64,1302,138,2,438.0,Facebook Ads,0.5,Equipo B,,,,,
1234,Email,2026-05-18,2026-05-27,4335.19,205,101,4,577.0,Instagram Ads,500.0,Equipo C,22.0,M,Colombia,Premium,2022-09-23
1235,Redes Sociales,2026-05-19,2026-05-28,3505.12,1546,27,4,322.0,Instagram Ads,500.0,Equipo C,,,,,
1236,SEO,2026-05-20,2026-05-29,3169.5,1774,-1,6,108.0,Influencers,1.2,Equipo D,37.0,F,Argentina,Básico,2023-05-05
1237,Email,2026-05-21,2026-05-30,4515.36,1345,-1,2,152.0,Facebook Ads,0.5,Equipo B,32.0,M,Chile,Premium,2023-04-26
1238,SEO,2026-05-22,2026-05-31,1333.99,936,139,6,176.0,Influencers,1.2,Equipo D,46.0,F,Colombia,Premium,2022-06-24
1240,Google Ads,2026-05-24,2026-06-02,1577.8,807,48,2,415.0,Facebook Ads,0.5,Equipo B,69.0,M,Argentina,Premium,2022-07-02
1241,Email,2026-05-25,2026-06-03,4075.6,771,31,3,264.0,,,,,,,,
1242,SEO,2026-05-26,2026-06-04,656.02,1584,30,3,378.0,,,,34.0,F,Chile,Premium,2023-07-03
1243,Google Ads,2026-05-27,2026-06-05,3122.63,962,101,4,126.0,Instagram Ads,500.0,Equipo C,57.0,F,Argentina,Premium,2022-02-07
1244,Google Ads,2026-05-28,2026-06-06,4979.47,1359,40,2,169.0,Facebook Ads,0.5,Equipo B,66.0,M,Argentina,Básico,2023-02-09
1245,Google Ads,2026-05-29,2026-06-07,4350.63,920,113,3,317.0,,,,54.0,M,Chile,Premium,2023-07-28
1246,SEO,2026-05-30,2026-06-08,2846.51,62,59,5,464.0,,,,,,,,
1247,Redes Sociales,2026-05-31,2026-06-09,786.38,657,196,3,405.0,,,,,,,,
1248,Redes Sociales,2026-06-01,2026-06-10,4241.18,547,189,5,223.0,,,,22.0,F,México,Básico,2022-11-02
1249,Redes Sociales,2026-06-02,2026-06-11,3195.4,1806,73,2,118.0,Facebook Ads,0.5,Equipo B,39.0,M,Argentina,Básico,2022-02-07
1250,SEO,2026-06-03,2026-06-12,1017.2,287,65,6,356.0,Influencers,1.2,Equipo D,23.0,M,México,Premium,2022-10-19
1251,Google Ads,2026-06-04,2026-06-13,922.36,1167,134,2,395.0,Facebook Ads,0.5,Equipo B,,,,,
1252,Redes Sociales,2026-06-05,2026-06-14,4593.32,1411,59,6,121.0,Influencers,1.2,Equipo D,24.0,F,México,Básico,2023-09-10
1253,SEO,2026-06-06,2026-06-15,3511.4,830,126,6,549.0,Influencers,1.2,Equipo D,,,,,
1256,Redes Sociales,2026-06-09,2026-06-18,3072.98,710,91,1,147.0,Email,0.1,Equipo A,,,,,
1258,Google Ads,2026-06-11,2026-06-20,2436.92,1640,123,3,282.0,,,,66.0,F,España,Básico,2022-07-12
1259,SEO,2026-06-12,2026-06-21,1926.26,898,82,4,534.0,Instagram Ads,500.0,Equipo C,,,,,
1260,Google Ads,2026-06-13,2026-06-22,2455.68,985,161,4,206.0,Instagram Ads,500.0,Equipo C,39.0,M,España,Básico,2023-11-01
1261,Google Ads,2026-06-14,2026-06-23,3982.46,1540,158,3,287.0,,,,53.0,F,Colombia,Básico,2023-09-21
1262,Google Ads,2026-06-15,2026-06-24,3208.66,677,39,5,185.0,,,,21.0,F,México,Premium,2022-07-02
1264,Google Ads,2026-06-17,2026-06-26,2495.21,1274,71,4,236.0,Instagram Ads,500.0,Equipo C,64.0,M,Colombia,Premium,2022-03-08
1265,Redes Sociales,2026-06-18,2026-06-27,3231.9,1253,91,3,435.0,,,,65.0,F,Argentina,Básico,2022-05-31
1268,SEO,2026-06-21,2026-06-30,3661.85,528,101,2,502.0,Facebook Ads,0.5,Equipo B,,,,,
1270,Redes Sociales,2026-06-23,2026-07-02,2805.64,520,173,3,171.0,,,,65.0,F,Argentina,Básico,2023-04-10
1271,Redes Sociales,2026-06-24,2026-07-03,969.01,433,-1,6,123.0,Influencers,1.2,Equipo D,43.0,M,España,Premium,2023-10-26
1273,Google Ads,2026-06-26,2026-07-05,2694.5,975,7,4,155.0,Instagram Ads,500.0,Equipo C,,,,,
1274,Google Ads,2026-06-27,2026-07-06,3435.01,466,62,4,322.0,Instagram Ads,500.0,Equipo C,,,,,
1276,SEO,2026-06-29,2026-07-08,3202.93,357,35,2,533.0,Facebook Ads,0.5,Equipo B,69.0,M,España,Premium,2023-03-21
1277,Email,2026-06-30,2026-07-09,3846.17,698,86,5,549.0,,,,,,,,
1278,Google Ads,2026-07-01,2026-07-10,2778.2,1767,47,5,591.0,,,,44.0,F,México,Premium,2022-07-03
1279,Email,2026-07-02,2026-07-11,3353.47,1440,139,4,288.0,Instagram Ads,500.0,Equipo C,,,,,
1281,Redes Sociales,2026-07-04,2026-07-13,1644.76,1117,5,6,519.0,Influencers,1.2,Equipo D,57.0,M,México,Premium,2023-12-24
1284,Email,2026-07-07,2026-07-16,705.42,1171,184,3,263.0,,,,26.0,F,España,Básico,2022-06-09
1285,Google Ads,2026-07-08,2026-07-17,1130.11,1793,10,3,354.0,,,,42.0,M,Chile,Premium,2022-08-05
1286,Redes Sociales,2026-07-09,2026-07-18,1745.66,1338,107,5,575.0,,,,46.0,M,España,Básico,2022-06-02
1287,Redes Sociales,2026-07-10,2026-07-19,4871.9,1873,14,5,516.0,,,,22.0,F,Argentina,Básico,2022-07-04
1288,Redes Sociales,2026-07-11,2026-07-20,1991.06,1856,-1,2,269.0,Facebook Ads,0.5,Equipo B,64.0,M,Colombia,Premium,2023-02-27
1289,SEO,2026-07-12,2026-07-21,2669.18,189,94,2,416.0,Facebook Ads,0.5,Equipo B,,,,,
1290,Email,2026-07-13,2026-07-22,1382.44,1554,162,1,273.0,Email,0.1,Equipo A,26.0,F,Colombia,Básico,2023-05-31
1291,Email,2026-07-14,2026-07-23,3248.51,1310,153,3,569.0,,,,,,,,
1292,Email,2026-07-15,2026-07-24,1763.07,1023,-1,1,444.0,Email,0.1,Equipo A,45.0,F,Argentina,Premium,2023-03-25
1293,SEO,2026-07-16,2026-07-25,1431.47,1066,192,1,544.0,Email,0.1,Equipo A,48.0,M,México,Premium,2023-03-25
1294,Email,2026-07-17,2026-07-26,2824.58,1002,101,3,117.0,,,,53.0,F,Chile,Básico,2022-10-25
1295,SEO,2026-07-18,2026-07-27,524.78,953,78,2,169.0,Facebook Ads,0.5,Equipo B,66.0,M,Argentina,Básico,2023-02-09
1296,Redes Sociales,2026-07-19,2026-07-28,534.49,121,119,6,437.0,Influencers,1.2,Equipo D,,,,,
1299,Email,2026-07-22,2026-07-31,986.12,1341,-1,3,555.0,,,,,,,,
1300,Redes Sociales,2026-07-23,2026-08-01,2024.87,1394,196,4,368.0,Instagram Ads,500.0,Equipo C,21.0,M,Argentina,Básico,2023-07-29
1301,Google Ads,2026-07-24,2026-08-02,4111.64,156,60,4,287.0,Instagram Ads,500.0,Equipo C,53.0,F,Colombia,Básico,2023-09-21
1304,Redes Sociales,2026-07-27,2026-08-05,1820.7,1775,19,2,533.0,Facebook Ads,0.5,Equipo B,69.0,M,España,Premium,2023-03-21
1305,Redes Sociales,2026-07-28,2026-08-06,4692.89,932,66,2,387.0,Facebook Ads,0.5,Equipo B,55.0,F,España,Premium,2023-12-15
1307,SEO,2026-07-30,2026-08-08,891.92,664,32,1,598.0,Email,0.1,Equipo A,55.0,F,España,Básico,2022-10-10
1308,SEO,2026-07-31,2026-08-09,3276.8,1756,-1,6,540.0,Influencers,1.2,Equipo D,68.0,M,España,Premium,2022-07-30
1309,Email,2026-08-01,2026-08-10,1012.27,912,191,4,402.0,Instagram Ads,500.0,Equipo C,38.0,M,Colombia,Básico,2022-08-20
1310,SEO,2026-08-02,2026-08-11,2053.5,322,190,6,186.0,Influencers,1.2,Equipo D,31.0,M,Chile,Premium,2022-11-19
1311,Google Ads,2026-08-03,2026-08-12,2783.35,1554,-1,4,537.0,Instagram Ads,500.0,Equipo C,57.0,F,Chile,Básico,2022-02-08
1313,Email,2026-08-05,2026-08-14,2720.96,555,40,1,121.0,Email,0.1,Equipo A,24.0,F,México,Básico,2023-09-10
1317,Redes Sociales,2026-08-09,2026-08-18,1736.29,473,93,6,566.0,Influencers,1.2,Equipo D,50.0,F,Colombia,Básico,2022-08-22
1318,SEO,2026-08-10,2026-08-19,2275.59,1480,192,3,200.0,,,,26.0,M,Argentina,Básico,2022-09-03
1320,Google Ads,2026-08-12,2026-08-21,2349.59,439,195,5,240.0,,,,51.0,M,Colombia,Premium,2023-08-07
1321,SEO,2026-08-13,2026-08-22,4584.25,391,78,6,237.0,Influencers,1.2,Equipo D,63.0,F,Chile,Básico,2022-08-18
1323,Email,2026-08-15,2026-08-24,3235.57,663,105,3,327.0,,,,30.0,M,Argentina,Básico,2022-02-26
1324,Redes Sociales,2026-08-16,2026-08-25,1892.18,542,180,6,380.0,Influencers,1.2,Equipo D,49.0,M,España,Premium,2022-05-10
1325,Email,2026-08-17,2026-08-26,4207.06,241,175,6,530.0,Influencers,1.2,Equipo D,55.0,M,Chile,Básico,2023-03-01
1326,Email,2026-08-18,2026-08-27,4797.77,548,121,1,139.0,Email,0.1,Equipo A,,,,,
1328,Email,2026-08-20,2026-08-29,507.04,1785,45,4,310.0,Instagram Ads,500.0,Equipo C,47.0,M,Argentina,Básico,2023-12-01
1329,Redes Sociales,2026-08-21,2026-08-30,3363.81,1306,177,4,401.0,Instagram Ads,500.0,Equipo C,,,,,
1330,Email,2026-08-22,2026-08-31,730.11,276,92,1,185.0,Email,0.1,Equipo A,21.0,F,México,Premium,2022-07-02
1332,Redes Sociales,2026-08-24,2026-09-02,767.86,188,114,4,352.0,Instagram Ads,500.0,Equipo C,51.0,F,México,Básico,2022-01-08
1334,SEO,2026-08-26,2026-09-04,3589.65,866,101,5,480.0,,,,36.0,M,Argentina,Premium,2023-04-09
1335,SEO,2026-08-27,2026-09-05,1015.19,1222,149,2,543.0,Facebook Ads,0.5,Equipo B,45.0,F,España,Básico,2022-05-13
1336,Redes Sociales,2026-08-28,2026-09-06,2227.27,1188,61,3,132.0,,,,20.0,F,Chile,Premium,2022-02-26
1337,Google Ads,2026-08-29,2026-09-07,2553.06,1523,134,6,359.0,Influencers,1.2,Equipo D,,,,,
1338,Redes Sociales,2026-08-30,2026-09-08,2160.74,1136,100,2,333.0,Facebook Ads,0.5,Equipo B,,,,,
1340,Redes Sociales,2026-09-01,2026-09-10,2385.27,1924,66,4,407.0,Instagram Ads,500.0,Equipo C,42.0,M,Chile,Básico,2023-04-26
1341,Google Ads,2026-09-02,2026-09-11,3880.3,920,141,5,169.0,,,,66.0,M,Argentina,Básico,2023-02-09
1342,SEO,2026-09-03,2026-09-12,819.53,717,72,2,553.0,Facebook Ads,0.5,Equipo B,,,,,
1343,Google Ads,2026-09-04,2026-09-13,860.81,322,85,4,538.0,Instagram Ads,500.0,Equipo C,,,,,
1344,Email,2026-09-05,2026-09-14,2096.47,1079,21,3,463.0,,,,52.0,F,Chile,Premium,2022-05-25
1345,Google Ads,2026-09-06,2026-09-15,4737.77,1220,121,2,580.0,Facebook Ads,0.5,Equipo B,46.0,M,Colombia,Premium,2023-08-18
1346,Google Ads,2026-09-07,2026-09-16,3508.58,233,54,6,243.0,Influencers,1.2,Equipo D,66.0,M,Chile,Premium,2022-09-08
1347,Google Ads,2026-09-08,2026-09-17,3554.01,1101,116,2,123.0,Facebook Ads,0.5,Equipo B,43.0,M,España,Premium,2023-10-26
1348,Google Ads,2026-09-09,2026-09-18,2128.64,1623,98,4,524.0,Instagram Ads,500.0,Equipo C,30.0,F,Colombia,Básico,2023-12-24
1349,SEO,2026-09-10,2026-09-19,3171.47,1192,172,2,274.0,Facebook Ads,0.5,Equipo B,,,,,
1350,Email,2026-09-11,2026-09-20,545.59,342,190,6,424.0,Influencers,1.2,Equipo D,32.0,F,Argentina,Básico,2022-08-08
1351,SEO,2026-09-12,2026-09-21,3362.43,1444,89,5,447.0,,,,68.0,M,España,Premium,2022-03-24
1352,SEO,2026-09-13,2026-09-22,4609.79,1317,153,5,117.0,,,,53.0,F,Chile,Básico,2022-10-25
1353,Google Ads,2026-09-14,2026-09-23,3256.58,1653,150,4,143.0,Instagram Ads,500.0,Equipo C,43.0,M,España,Premium,2022-08-26
1354,Redes Sociales,2026-09-15,2026-09-24,4431.64,1799,187,3,254.0,,,,,,,,
1355,Redes Sociales,2026-09-16,2026-09-25,3757.88,1291,161,4,476.0,Instagram Ads,500.0,Equipo C,65.0,F,Argentina,Premium,2023-05-29
1356,SEO,2026-09-17,2026-09-26,1042.51,226,-1,5,501.0,,,,,,,,
1357,SEO,2026-09-18,2026-09-27,4561.04,1372,78,1,324.0,Email,0.1,Equipo A,55.0,M,México,Premium,2022-11-05
1358,Google Ads,2026-09-19,2026-09-28,799.0,1749,-1,1,316.0,Email,0.1,Equipo A,48.0,F,España,Básico,2022-02-21
1360,Google Ads,2026-09-21,2026-09-30,1139.62,1342,22,6,130.0,Influencers,1.2,Equipo D,,,,,
1361,Redes Sociales,2026-09-22,2026-10-01,552.68,357,46,2,158.0,Facebook Ads,0.5,Equipo B,33.0,M,Chile,Premium,2022-10-11
1362,Redes Sociales,2026-09-23,2026-10-02,2399.15,1643,105,1,452.0,Email,0.1,Equipo A,47.0,M,Argentina,Premium,2023-03-30
1363,Email,2026-09-24,2026-10-03,1827.68,1361,49,5,544.0,,,,48.0,M,México,Premium,2023-03-25
1364,Redes Sociales,2026-09-25,2026-10-04,2687.0,1026,86,2,334.0,Facebook Ads,0.5,Equipo B,65.0,F,Colombia,Premium,2023-08-28
1365,SEO,2026-09-26,2026-10-05,3097.4,1178,21,4,206.0,Instagram Ads,500.0,Equipo C,39.0,M,España,Básico,2023-11-01
